,Weekly_Sales
5619,1166142.85
5620,1000582.06
5621,1111215.72
5622,1179036.3
5623,1648829.18
5624,811318.3
5625,894280.19
5626,771315.62
5627,764014.75
5628,775910.43
5629,904261.65
5631,968694.45
5632,888869.27
5633,977070.62
5635,871024.26
5636,834621.39
5637,841889.08
5638,947753.32
5639,874446.32
5640,965056.4
5641,847246.5
5642,1016752.55
5643,903864.02
5644,907110.83
5645,972373.81
5646,1075687.74
5648,971422.67
5649,977103.64
5650,1048866.3
5651,1107366.06
5652,953252.14
5653,980642.1
5654,929096.9
5655,1063818.2
5657,943237.12
5658,969611.3
5659,957298.26
5660,1021391.99
5661,890661.79
5664,1070389.98
5668,1011321.18
5672,1059676.62
5673,1158708.98
5720,1086533.18
5721,1075656.34
5722,1052034.74
5723,991941.73
5724,1063557.49
5725,1023997.71
5726,1006597.69
5727,1015196.46
5728,1168826.39
5729,1082158.21
5730,1043388.79
5731,1067340.74
5732,1063960.11
5733,1175738.22
5734,1116439.02
5735,1163234.33
5736,1246654.24
5737,1305068.1
5738,1217199.39
5739,1202963.06
5740,1174209.52
5741,1273279.79
5742,1176079.59
5743,1179788.38
5744,1192213.87
5745,1211136.63
5746,1338132.72
5747,1285976.53
5748,1353838.39
5749,1173131.63
5750,1223355.5
5751,1172672.27
5752,1111170.91
5753,1110941.78
5754,1109216.35
5755,1162042.24
5756,1133913.33
5757,1156003.7
5758,1144854.56
5759,1163878.49
5760,1175326.23
5761,1172155.28
5762,1866681.57
5763,1220115.75
5764,1434908.13
5765,1627904.68
5766,2225016.73
5767,1001790.16
5768,1153596.53
5769,1052609.16
5770,1088025.8
5771,1026439.93
5772,1179420.5
5774,1203399.64
5775,1099714.93
5776,1229257.7
5778,1115504.26
5779,1140578.16
5780,1179125.48
5781,1206252.12
5782,1192982.07
5783,1304481.75
5784,1178841.05
5785,1244956.91
5786,1270025.74
5787,1244542.33
5788,1278304.33
5789,1297584.95
5791,1289151.84
5792,1244381.98
5793,1333347.78
5794,1338862.58
5795,1245772.7
5796,1292830.93
5797,1248330.1
5798,1402233.69
5800,1412959.97
5801,1328740.71
5802,1283849.38
5803,1280958.97
5804,1197019.39
5807,1277882.77
5811,1315684.86
5815,1292436.23
5816,1548661.45
5863,543384.01
5864,575709.96
5865,508794.87
5866,491510.58
5867,554972.42
5868,588363.62
5869,519914.1
5870,478021.68
5871,505907.41
5872,582552.26
5873,549528.16
5874,492364.77
5875,477615.87
5876,582846.22
5877,564345.55
5878,504403.16
5879,484097.03
5880,556046.12
5881,607218.6
5882,529418.64
5883,484327.56
5884,507168.8
5885,570069.48
5886,558837.27
5887,491115.86
5888,469598.57
5889,579544.21
5890,583079.97
5891,500945.63
5892,465993.51
5893,524658.06
5894,589091.04
5895,536871.58
5896,492262.96
5897,481523.93
5898,599759.45
5899,559285.35
5900,522467.51
5901,476967.65
5902,565390.4
5903,588592.61
5904,524316.21
5905,522296.71
5906,500250.8
5907,585175.24
5908,537455.65
5909,555075.27
5910,428953.6
5911,592947.75
5912,613899.15
5913,533414.62
5914,499081.79
5915,586886.16
5917,556485.1
5918,526904.08
5919,570879.04
5921,558239.32
5922,522673.62
5923,508432.17
5924,620087.35
5925,597644.02
5926,534597.69
5927,496010.17
5928,612337.35
5929,603024.75
5930,524559.95
5931,503295.29
5932,545109.3
5934,546675.65
5935,501780.66
5936,506343.83
5937,593234.27
5938,591703.82
5939,511316.29
5940,479256.8
5941,572603.33
5943,526641.23
5944,503720.98
5945,537124.76
5946,608390.94
5947,576837.09
5950,649111.23
5954,597667.21
5958,511883.36
5959,619133.48
6006,647029.28
6007,682918.99
6008,658997.55
6009,618702.79
6010,658600.05
6011,645386.94
6012,668098.49
6013,623097.93
6014,650102.8
6015,693058.34
6016,675282.2
6017,638957.35
6018,630740.11
6019,691498.6
6020,690851.59
6021,672062.08
6022,630315.76
6023,682012.53
6024,684023.95
6025,700009.77
6026,625196.14
6027,667353.79
6028,718748.33
6029,696844.36
6030,649035.55
6031,622112.23
6032,698536.06
6033,713479.91
6034,712869.09
6035,655284.69
6036,689326.91
6037,722120.04
6038,725043.04
6039,650263.95
6040,657108.77
6041,713332.54
6042,699852.68
6043,680943.03
6044,610076.32
6045,605960.2
6046,595421.23
6047,589467.35
6048,633520.34
6049,557543.62
6050,598679.02
6051,615761.77
6052,656637.63
6053,534740.3
6054,611796.61
6055,614940.07
6056,601004.79
6057,562558.27
6058,651521.77
6060,626627.77
6061,592340.01
6062,616345.25
6064,635171.05
6065,585989.1
6066,611585.54
6067,650418.75
6068,635758.03
6069,638280.67
6070,611464.21
6071,649148.74
6072,684655.91
6073,648330.18
6074,578209.63
6075,630972.15
6077,665781.74
6078,604925.08
6079,586781.78
6080,651147.83
6081,631827.38
6082,597354.39
6083,533917.52
6084,605956.59
6086,663396.32
6087,561573.08
6088,594224.9
6089,649128.23
6090,618877.13
6093,642828.62
6097,641905.37
6101,585028.26
6102,617898.07
6149,281090.95
6150,286857.13
6151,267956.3
6152,273079.07
6153,284617.27
6154,272190.83
6155,269624.2
6156,276279.49
6157,286197.5
6158,257361.3
6159,280048.74
6160,278287.04
6161,272997.65
6162,285379.86
6163,286515.92
6164,267065.35
6165,291891.01
6166,282351.82
6167,296818.2
6168,293481.36
6169,288247.24
6170,300628.19
6171,280472.78
6172,297099.95
6173,292680.16
6174,275020.96
6175,296804.49
6176,291028.09
6177,284740.5
6178,293155.08
6179,295880.12
6180,283455.13
6181,279364.13
6182,281313.78
6183,300152.45
6184,279524.44
6185,268708.43
6186,270110.3
6187,286497.49
6188,270516.84
6189,281909.79
6190,284322.52
6191,307646.5
6192,264214.12
6193,278253.28
6194,278646.35
6195,365098.24
6196,241937.11
6197,288320.38
6198,292859.36
6199,276157.8
6200,276011.4
6201,293953.08
6203,280785.76
6204,279427.93
6205,293984.54
6207,281699.68
6208,285031.81
6209,281514.26
6210,292498.61
6211,289667.55
6212,280357.3
6213,281247.97
6214,299354.67
6215,307095.31
6216,303559.23
6217,308442.49
6218,308950.04
6220,300255.87
6221,296765.59
6222,315273.08
6223,295339.01
6224,289201.21
6225,303108.81
6226,279677.0
6227,298080.45
6229,290909.69
6230,324174.79
6231,309543.52
6232,295811.25
6233,303974.28
6236,312577.36
6240,307126.34
6244,284309.34
6245,304300.91
6292,890689.51
6293,656988.64
6294,841264.04
6295,741891.65
6296,777951.22
6297,765687.42
6298,773819.49
6299,782563.38
6300,877235.96
6301,833782.7
6302,782221.96
6303,749779.1
6304,737265.57
6305,812190.76
6306,758182.2
6307,747888.25
6308,801098.43
6309,837548.62
6310,794698.77
6311,815130.5
6312,792299.15
6313,800147.84
6314,787062.0
6315,723708.99
6316,714601.11
6317,716859.27
6318,746517.32
6319,722262.21
6320,708568.29
6321,721744.33
6322,790144.7
6323,721460.22
6324,716987.58
6325,678228.58
6326,690007.76
6327,745782.1
6328,715263.3
6329,730899.37
6330,732859.76
6331,764014.06
6332,765648.93
6333,723987.85
6334,1182500.16
6335,879244.9
6336,1002364.34
6337,1123282.85
6338,1682862.03
6339,679156.2
6340,680254.35
6341,654018.95
6342,644285.33
6343,617207.58
6344,759442.33
6346,802253.41
6347,733716.78
6348,761880.36
6350,733564.77
6351,719737.25
6352,712425.76
6353,750182.71
6354,765270.02
6355,813630.44
6356,786561.61
6357,810150.64
6358,793889.1
6359,727163.67
6360,817653.25
6361,877423.45
6363,811153.67
6364,762861.78
6365,791495.25
6366,768718.11
6367,748435.2
6368,741625.25
6369,704680.97
6370,765996.92
6372,712362.72
6373,833979.01
6374,726482.39
6375,746129.56
6376,711367.56
6379,753447.05
6383,833429.22
6387,875699.81
6388,957155.31
